NumEvents,5
Best Single,14.461,Connie Miller,Best AO5,21.381,Cadie Ross,"[22.383, 22.555, 19.213, 18.945, 22.547]"
First Name,Last Name,Age,Expected Time,Consistency,Best Placing,AVG Placing,Wins,Podiums,Best Single,Best AO5,Best AO5 Times
Elian,Cunningham,22,31.122,4.13,78,136.2,0,0,25.696,29.085,"[32.571, 29.676, 31.321, 25.696, 26.258]"
Arianna,West,27,36.065,4.95,466,466,0,0,32.709,37.072,"[46.085, 36.331, 37.502, 37.382, 32.709]"
Miller,Armstrong,26,31.438,5.01,119,119.0,0,0,22.978,33.176,"[22.978, 31.0, 34.975, 33.553, 'DNF']"
Alisa,Ellis,19,28.757,4.31,244,244.0,0,0,29.279,31.886,"[29.816, 32.183, 34.407, 33.659, 29.279]"
Lydia,Turner,24,30.733,5.09,250,250,0,0,26.108,32.303,"[35.715, 'DNF', 28.604, 26.108, 32.59]"
Arianna,Cameron,22,32.756,4.26,159,319.8,0,0,27.637,30.817,"[31.232, 34.369, 28.177, 28.445, 32.773]"
Garry,Chapman,30,33.411,4.73,232,232,0,0,19.237,32.096,"[33.941, 27.458, 19.237, 37.802, 34.888]"
Emma,Bennett,25,34.328,4.82,181,368.5,0,0,29.803,35.525,"[29.803, 30.273, 37.611, 49.886, 38.692]"
Grace,Barnes,27,33.534,4.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ted,Armstrong,21,31.502,4.65,229,309.8,0,0,17.807,32.079,"[26.582, 34.891, 30.598, 31.442, 34.197]"
Sienna,Foster,30,32.953,3.93,306,306.0,0,0,30.888,32.858,"[33.111, 30.888, 37.996, 31.943, 33.519]"
Sienna,Miller,30,30.027,4.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Steven,Tucker,19,34.94,4.49,438,438.0,0,0,27.092,35.734,"[37.808, 38.351, 31.042, 38.826, 27.092]"
Dainton,Barrett,30,33.081,4.61,461,461.0,0,0,33.848,36.866,"[33.848, 39.124, 35.862, 35.612, 42.442]"
Florrie,Cole,23,28.993,4.57,76,76.0,0,0,26.55,31.5,"[26.55, 37.215, 30.469, 'DNF', 26.817]"
Deanna,Warren,25,31.298,4.33,28,97.0,0,0,20.775,29.129,"[28.24, 42.128, 29.161, 27.736, 29.987]"
Ashton,Harris,30,31.417,4.61,109,109,0,0,28.455,30.056,"[31.865, 29.578, 28.455, 47.444, 28.725]"
Julian,Reed,21,32.505,4.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rubie,Barrett,28,32.274,4.48,203,203.0,N/A,N/A,28.47,34.821,"['DNF', 39.108, 30.286, 28.47, 35.069]"
Steven,Williams,30,28.916,4.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lily,Adams,28,31.074,4.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rafael,Chapman,30,34.436,4.24,352,395.2,0,0,27.645,34.049,"[33.047, 34.473, 34.628, 35.899, 30.537]"
Adrian,Riley,20,30.848,4.22,230,230.0,0,0,23.328,31.617,"[23.328, 33.438, 29.301, 36.953, 32.113]"
Andrew,Anderson,26,30.264,4.79,266,266.0,0,0,26.519,32.135,"[32.461, 30.764, 26.519, 33.18, 38.548]"
Joyce,Jones,27,35.013,3.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eleanor,Turner,19,30.769,4.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eleanor,Russell,19,31.354,4.27,17,64.0,0,0,24.159,27.958,"[42.312, 24.832, 28.168, 30.873, 24.159]"
Brianna,Davis,26,35.569,3.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amanda,Moore,20,32.344,4.25,168,217.5,0,0,29.459,32.14,"[31.43, 29.642, 34.172, 30.817, 36.082]"
Kimberly,Thomas,23,33.553,4.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace,Harris,20,28.562,4.67,35,35,0,0,21.73,28.08,"[30.645, 27.021, 29.411, 27.809, 21.824]"
Mike,Thomas,25,34.487,3.58,193,193.0,N/A,N/A,29.794,34.296,"['DNF', 29.794, 37.982, 33.533, 31.374]"
Lilianna,Gibson,20,32.484,4.37,249,249,0,0,28.285,32.296,"[33.454, 33.225, 'DNF', 28.285, 30.209]"
Richard,Howard,28,31.752,4.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanessa,Douglas,27,33.721,4.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lucy,Johnson,27,29.252,4.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alina,Campbell,20,30.63,3.94,211,211,0,0,25.003,31.73,"[28.274, 'DNF', 36.585, 30.331, 25.003]"
Valeria,Chapman,27,30.409,4.58,233,233.0,0,0,25.344,31.655,"[31.097, 32.531, 35.705, 31.337, 25.344]"
Amy,Fowler,22,33.312,3.44,262,262,0,0,27.662,32.508,"[32.825, 33.72, 27.662, 30.98, 36.226]"
Amelia,Craig,30,32.483,4.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rubie,Murray,18,33.828,4.04,96,254.4,0,0,27.2,32.125,"[28.585, 35.144, 39.783, 28.947, 32.283]"
Tess,Morris,21,28.515,4.53,3,26.33,0,1,18.344,25.323,"[26.243, 25.248, 27.048, 18.344, 24.477]"
Amy,Hawkins,29,30.734,4.53,117,117.0,0,0,24.805,29.986,"[35.042, 31.026, 32.674, 24.805, 26.259]"
Fiona,Wells,19,34.26,4.39,187,379.0,0,0,30.306,35.01,"[37.668, 32.586, 35.77, 32.924, 36.337]"
Elian,Gray,21,32.389,4.38,332,332,0,0,25.15,33.624,"[34.455, 25.15, 32.058, 34.359, 36.819]"
Alexia,Wright,22,30.722,4.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derek,Richardson,27,32.564,3.93,63,84.2,0,0,25.155,28.683,"[25.155, 33.228, 28.178, 26.746, 31.125]"
Garry,Parker,21,32.204,3.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Natalie,Russell,25,34.197,4.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maria,Jones,25,32.04,4.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Justin,Smith,20,32.39,4.55,279,279,0,0,29.219,32.738,"[31.376, 39.273, 32.896, 33.942, 29.219]"
Sydney,Wilson,22,31.522,4.28,80,156.5,0,0,26.859,30.986,"[29.612, 29.914, 28.628, 37.483, 33.432]"
Nicole,Craig,24,30.359,4.63,73,73,0,0,23.107,29.255,"[31.697, 32.272, 36.385, 23.107, 23.797]"
Arthur,Richards,23,28.681,3.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eddy,Morgan,18,34.691,4.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cadie,Gibson,21,35.87,4.89,410,410,0,0,26.304,35.184,"[32.638, 34.848, 26.304, 47.239, 38.066]"
Madaline,Rogers,25,32.652,4.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madaline,Thompson,20,31.665,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eric,Perkins,30,28.368,4.07,3,54.6,0,1,18.464,24.918,"[23.781, 26.199, 36.659, 24.774, 22.232]"
Catherine,Wright,27,32.014,4.69,38,105.5,0,0,22.427,29.298,"[33.93, 27.619, 29.124, 27.626, 31.145]"
Henry,Hamilton,26,33.779,4.47,174,201.0,0,0,29.254,31.57,"[29.254, 31.993, 30.244, 33.854, 32.472]"
Vanessa,Mason,19,32.759,3.93,59,59.0,0,0,25.956,30.25,"[28.679, 33.374, 25.956, 28.697, 40.164]"
Dale,Adams,22,33.019,4.66,128,163.25,0,0,23.967,33.471,"[36.868, 23.967, 31.043, 35.157, 34.214]"
Anna,Andrews,29,32.496,4.89,371,371,0,0,28.124,34.361,"['DNF', 35.991, 37.288, 29.804, 28.124]"
Elise,Payne,30,30.211,4.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adelaide,Hamilton,18,30.4,3.5,14,14.0,N/A,N/A,24.697,28.129,"[33.323, 25.361, 29.217, 26.353, 28.817]"
Jack,Parker,25,29.683,4.85,303,303,0,0,30.01,33.091,"['DNF', 30.01, 32.108, 36.341, 30.823]"
Sarah,Elliott,20,30.455,5.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freddie,Harrison,28,30.956,3.99,28,28.0,0,0,25.334,28.847,"[25.334, 29.895, 31.214, 25.431, 33.396]"
Chelsea,Morris,29,32.141,4.29,268,268,0,0,24.249,32.607,"[31.547, 24.249, 31.175, 'DNF', 35.099]"
Ted,Lloyd,19,30.402,4.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vincent,Williams,28,33.693,4.04,285,285.0,0,0,20.659,32.483,"[20.659, 34.001, 35.218, 41.208, 28.229]"
Roman,West,20,34.726,3.55,236,236.0,N/A,N/A,34.477,36.838,"[39.613, 35.093, 'DNF', 34.477, 35.809]"
Annabella,Davis,18,31.428,4.68,428,428.0,0,0,24.66,35.512,"['DNF', 30.837, 40.258, 24.66, 35.441]"
Camila,Rogers,30,30.403,4.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ada,Allen,24,33.734,4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jasmine,Ellis,23,32.134,4.8,50,50.0,0,0,22.887,24.851,"[26.25, 22.887, 23.894, 36.365, 24.408]"
Leonardo,Johnson,26,32.333,4.78,184,184,0,0,27.814,31.229,"[27.814, 27.943, 28.513, 37.232, 'DNF']"
Vincent,Mason,27,31.053,4.62,248,248.0,0,0,28.346,31.901,"[31.819, 34.236, 33.954, 29.931, 28.346]"
Melanie,Henderson,30,32.646,4.11,298,298.0,0,0,27.815,32.708,"[30.014, 27.815, 33.346, 34.764, 35.698]"
Garry,Montgomery,21,35.833,4.38,219,219.0,N/A,N/A,31.361,35.775,"[31.361, 38.673, 36.089, 35.118, 36.119]"
Kimberly,Richardson,30,32.929,4.55,434,434,0,0,23.729,35.877,"[35.059, 23.729, 34.073, 41.991, 38.498]"
Oliver,Carroll,22,30.447,4.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carl,Brooks,27,29.37,4.2,58,58.0,0,0,22.406,28.552,"[22.406, 25.396, 31.148, 29.113, 33.312]"
Bruce,Edwards,21,30.996,3.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jared,Thomas,20,32.297,5.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alberta,Ross,18,33.331,4.62,141,141.0,0,0,30.045,37.045,"[37.88, 34.979, 38.275, 30.045, 43.451]"
Sabrina,Hall,29,34.175,4.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sydney,Evans,19,35.575,5.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eric,Evans,19,31.072,4.48,290,290.0,0,0,25.048,32.596,"[31.891, 33.219, 35.396, 25.048, 32.678]"
Charlotte,Henderson,19,31.337,4.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carina,Barrett,26,32.359,4.32,106,228.0,0,0,24.593,32.587,"[33.352, 28.453, 'DNF', 35.956, 25.303]"
Justin,Riley,30,34.155,4.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Belinda,Dixon,19,30.597,4.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emma,Harper,28,28.311,3.74,70,70.0,0,0,23.995,28.954,"[32.821, 27.812, 31.45, 27.6, 23.995]"
Mary,Armstrong,26,32.803,4.98,154,154.0,0,0,25.602,34.198,"[38.505, 40.861, 27.757, 36.333, 25.602]"
Connie,Rogers,29,36.302,4.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Florrie,Perry,30,29.074,4.45,22,22.0,N/A,N/A,22.079,27.346,"[29.233, 24.114, 30.577, 23.674, 28.692]"
Aston,Holmes,29,32.294,4.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carina,Harrison,24,31.599,4.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace,Cooper,18,32.255,4.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace,Barrett,18,31.273,4.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexia,Hawkins,30,32.729,4.39,207,207.0,0,0,24.742,31.247,"[30.909, 37.708, 33.112, 24.742, 29.719]"
Amy,Douglas,22,35.786,4.33,481,481.0,0,0,31.736,38.214,"[36.236, 38.406, 31.736, 40.0, 42.447]"
Eric,Thomas,27,33.695,4.15,227,320.6,0,0,27.673,32.072,"[31.305, 'DNF', 30.749, 34.162, 27.673]"
Alissa,Jones,24,34.467,4.92,398,398,0,0,30.794,34.885,"[32.78, 33.948, 37.927, 30.794, 38.445]"
Maya,Johnston,21,30.697,3.98,361,361.0,0,0,28.691,33.934,"[32.632, 35.68, 28.691, 35.458, 33.711]"
Chelsea,Richards,25,32.937,4.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert,Scott,22,33.438,4.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ashton,Baker,23,28.925,4.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hailey,Hamilton,21,32.488,4.16,320,320.0,0,0,31.499,33.051,"[33.58, 33.409, 31.499, 34.762, 32.164]"
Samantha,Andrews,19,30.04,4.36,13,165.67,0,0,19.605,28.549,"[27.571, 29.493, 27.877, 31.114, 28.277]"
Emily,Ross,27,35.383,4.42,165,222.75,0,0,30.889,34.864,"[30.889, 42.13, 33.46, 39.796, 31.337]"
Julian,Richards,21,32.523,4.3,40,40.0,0,0,24.282,30.399,"[31.138, 32.744, 27.314, 'DNF', 24.282]"
Tess,Phillips,28,31.375,4.61,97,97,0,0,22.542,29.779,"[30.671, 34.439, 34.361, 24.304, 22.542]"
Kirsten,Perkins,18,32.769,4.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Naomi,Anderson,24,30.767,4.21,53,53.0,0,0,22.226,26.106,"[23.979, 25.788, 22.226, 28.55, 31.357]"
Tyler,Barnes,28,29.516,4.58,14,172.25,0,0,21.339,27.186,"[22.018, 23.208, 28.866, 34.817, 29.484]"
Tess,Barnes,29,32.341,4.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Justin,Rogers,25,31.914,4.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred,Montgomery,29,29.577,4.1,11,20.2,0,0,21.967,26.838,"[32.436, 27.372, 30.065, 22.946, 23.077]"
Mary,Davis,18,29.72,4.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Julia,Elliott,21,32.797,4.15,71,71.0,0,0,31.267,32.479,"[34.039, 31.267, 31.633, 31.764, 34.521]"
Ted,Taylor,29,31.402,4.63,464,464,0,0,20.638,37.003,"[27.263, 42.947, 40.799, 'DNF', 20.638]"
Alfred,Howard,19,30.146,4.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Victoria,Dixon,18,27.262,5.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexander,Ross,24,27.572,4.2,57,57.0,0,0,21.132,28.455,"[21.132, 'DNF', 33.37, 29.608, 22.386]"
Julian,Edwards,18,34.619,4.12,442,443.6,0,0,27.919,35.854,"[42.292, 34.944, 35.357, 37.26, 31.897]"
Vivian,Higgins,18,31.058,4.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Penelope,Barnes,23,30.047,4.48,52,52,0,0,21.896,28.525,"[26.186, 21.896, 33.66, 30.99, 28.398]"
Tara,Wilson,24,31.383,4.35,63,63,0,0,26.669,29.08,"[30.564, 26.711, 26.669, 30.073, 30.455]"
Andrew,Dixon,19,33.464,4.27,283,283,0,0,28.058,32.794,"[28.058, 34.61, 33.1, 35.221, 30.673]"
Byron,Craig,24,32.375,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adison,Perkins,24,33.455,4.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace,Cole,23,28.133,3.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tiana,Cameron,20,32.001,4.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Myra,Brooks,18,31.626,4.95,351,351,0,0,30.76,34.029,"[45.242, 34.418, 32.629, 35.041, 30.76]"
Olivia,Thomas,26,32.576,4.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eleanor,Gray,28,30.323,4.84,32,34.67,0,0,18.925,27.471,"[25.639, 31.181, 24.664, 26.508, 30.265]"
Sydney,Gray,22,30.476,4.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aiden,Stevens,19,31.008,5.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nicholas,Grant,18,29.75,4.18,50,93.8,0,0,25.21,28.32,"[25.21, 32.08, 27.434, 27.176, 30.349]"
Daisy,Armstrong,23,32.458,4.5,224,268.4,0,0,23.758,31.489,"[32.964, 23.758, 32.306, 29.197, 35.724]"
Daniel,Johnston,29,33.508,4.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Owen,Allen,22,32.406,4.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lana,Allen,21,32.324,4.67,441,441.0,0,0,27.293,35.806,"[27.293, 37.599, 'DNF', 36.007, 33.813]"
Martin,Taylor,30,33.787,4.45,367,367.0,0,0,31.755,34.037,"[40.458, 31.755, 35.158, 34.233, 32.719]"
Fiona,Williams,28,32.339,4.39,295,295.0,0,0,30.196,32.684,"[34.294, 37.285, 31.353, 32.404, 30.196]"
Valeria,Stewart,18,30.491,4.23,164,164,0,0,23.297,30.898,"[23.438, 37.914, 35.943, 23.297, 33.312]"
Ashton,Davis,28,31.268,4.3,389,389,0,0,23.041,34.79,"[28.911, 34.14, 41.32, 23.041, 'DNF']"
Max,Davis,23,33.958,4.79,110,155.6,0,0,29.821,32.712,"[31.49, 29.821, 41.952, 35.344, 31.301]"
Chester,Carter,30,33.205,4.15,89,89.0,0,0,28.968,31.917,"[32.786, 43.456, 28.968, 33.304, 29.662]"
Frederick,Sullivan,28,34.638,4.29,195,324.5,0,0,28.325,34.311,"[34.571, 28.325, 36.43, 31.933, 38.689]"
Miller,Clark,26,29.735,4.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanessa,Hill,28,33.324,4.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kelvin,Richardson,30,32.107,4.38,94,94,0,0,26.881,29.692,"[28.785, 32.845, 32.266, 28.026, 26.881]"
Kirsten,Reed,27,30.309,4.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antony,Hamilton,22,29.03,4.16,8,8.0,0,0,19.262,24.903,"[24.322, 23.433, 29.751, 25.914, 24.473]"
Charlotte,Murray,18,32.997,3.92,127,127.0,N/A,N/A,28.198,32.118,"[34.089, 30.093, 36.373, 28.198, 32.173]"
Patrick,Grant,27,32.696,4.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred,Owens,28,33.027,4.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amy,Hunt,24,32.092,4.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Melanie,Cole,28,28.724,4.23,119,125.5,0,0,24.822,30.234,"[33.732, 34.986, 25.867, 24.822, 31.102]"
Myra,Russell,21,30.962,5.08,33,33.0,0,0,24.566,27.804,"[29.557, 25.708, 24.566, 28.148, 'DNF']"
Sabrina,Parker,18,32.575,3.95,298,298,0,0,29.971,32.992,"['DNF', 31.751, 34.149, 33.075, 29.971]"
Sam,Andrews,21,32.078,4.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aiden,Scott,24,29.585,4.09,34,34.0,N/A,N/A,22.219,26.56,"[26.396, 23.534, 27.557, 29.459, 25.727]"
Henry,Scott,18,33.5,4.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jack,Hall,30,30.574,4.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael,Casey,21,32.755,4.24,97,97.0,0,0,28.05,29.469,"[29.476, 28.05, 34.409, 29.866, 29.066]"
Julian,Cooper,22,32.291,4.79,181,183.5,0,0,23.248,30.983,"[33.736, 29.849, 39.429, 23.248, 29.364]"
Abigail,Elliott,18,32.145,3.64,125,279.5,0,0,27.328,33.261,"[31.291, 27.345, 34.82, 33.673, 35.371]"
Derek,Ross,22,31.031,3.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emma,Carroll,28,31.238,4.17,49,96.4,0,0,24.084,28.314,"[26.262, 31.688, 29.25, 29.43, 24.084]"
Ada,Edwards,30,31.882,4.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eleanor,Spencer,27,32.743,4.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexia,Evans,18,29.58,4.72,10,10.0,0,0,20.555,26.255,"[32.199, 20.555, 34.605, 24.865, 21.701]"
John,Turner,29,32.287,4.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vincent,Stevens,24,32.395,4.61,113,143.4,0,0,26.999,31.61,"[34.931, 35.07, 32.858, 26.999, 27.041]"
Heather,Ross,19,29.71,4.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tony,Johnston,27,34.981,4.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Owen,Watson,30,30.634,3.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexander,Mason,18,30.427,4.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George,Reed,25,34.517,4.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chloe,Taylor,26,32.049,4.16,200,200.0,0,0,28.669,31.194,"[38.723, 32.031, 28.669, 29.002, 32.55]"
Rubie,Murphy,29,31.783,3.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elise,Grant,24,30.391,3.69,159,159.0,N/A,N/A,25.792,33.247,"[33.758, 35.851, 30.912, 25.792, 35.072]"
Harold,Fowler,23,28.762,4.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Connie,Watson,21,31.094,4.45,20,20.0,N/A,N/A,24.239,28.7,"[25.469, 26.798, 32.466, 30.561, 28.741]"
Carina,Lloyd,24,27.806,4.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bruce,Barnes,19,34.106,4.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brad,Cooper,18,32.673,4.5,362,385.8,0,0,27.06,33.946,"[28.414, 27.06, 45.31, 37.039, 36.384]"
Vivian,Evans,18,35.586,4.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tara,Bailey,30,29.427,4.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stella,Barrett,21,32.995,4.82,99,99.0,0,0,22.801,32.331,"[33.594, 22.801, 35.876, 31.232, 32.166]"
Daryl,Farrell,18,29.789,4.58,90,97.5,0,0,20.993,29.62,"[28.725, 25.68, 34.454, 20.993, 35.703]"
Blake,Farrell,21,31.719,4.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel,Armstrong,27,31.855,3.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charlie,Richards,18,31.361,3.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kelsey,Spencer,20,32.353,5.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexia,Alexander,18,31.032,3.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leonardo,Rogers,23,32.666,3.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charlotte,Lloyd,21,30.851,4.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary,Gibson,22,29.692,3.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carina,Montgomery,21,31.069,4.73,110,110.0,0,0,28.723,34.35,"[38.472, 28.723, 33.754, 38.568, 30.824]"
Tyler,Phillips,21,27.359,4.07,3,18.0,0,1,18.223,24.572,"[26.372, 23.386, 20.568, 29.601, 23.957]"
Abraham,Grant,18,33.255,4.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fenton,Thomas,21,32.507,4.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ned,Owens,19,35.365,4.89,89,214.6,0,0,24.23,29.531,"[34.386, 29.997, 27.913, 30.683, 24.23]"
Joyce,West,25,27.36,4.17,104,104,0,0,24.243,29.945,"[24.902, 31.88, 33.052, 24.243, 34.2]"
Alexia,Wilson,22,34.009,3.75,432,432.0,0,0,26.423,35.556,"[37.077, 26.423, 37.441, 36.305, 33.286]"
Byron,Turner,29,33.05,4.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert,Cunningham,25,29.434,4.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maximilian,Allen,23,34.841,4.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lyndon,Evans,23,32.821,4.56,385,385,0,0,28.866,34.638,"[28.866, 31.758, 41.02, 35.719, 36.437]"
Eddy,Riley,21,32.888,4.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dale,Stevens,21,31.865,4.71,444,444.0,0,0,31.477,35.952,"[36.047, 34.827, 36.983, 31.477, 'DNF']"
Edith,Harris,29,28.254,4.48,9,9,0,0,18.261,24.682,"[24.518, 25.553, 'DNF', 18.261, 23.976]"
Jenna,Grant,26,29.513,4.19,95,96.6,0,0,25.788,29.914,"[28.871, 30.561, 30.309, 25.788, 37.253]"
Kelsey,Williams,24,32.908,4.39,101,101.0,0,0,28.24,33.697,"[37.669, 34.828, 28.24, 31.11, 35.152]"
Audrey,Morgan,23,33.215,4.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andrew,Ross,28,30.555,4.51,221,221.0,0,0,28.45,31.457,"[29.232, 28.45, 34.519, 'DNF', 30.619]"
Adison,Evans,25,33.468,4.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred,Farrell,23,32.218,4.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rosie,Barnes,28,34.412,4.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daryl,Douglas,28,30.332,3.36,148,148,0,0,27.052,30.727,"[35.23, 27.052, 32.414, 29.591, 30.175]"
Max,Ryan,24,32.551,4.29,473,473,0,0,31.154,37.382,"[37.57, 41.066, 'DNF', 33.51, 31.154]"
Carina,Hunt,18,31.95,4.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charlotte,Crawford,25,32.716,4.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evelyn,Harrison,25,33.413,4.73,197,197.0,N/A,N/A,28.634,34.55,"[30.859, 'DNF', 38.864, 28.634, 33.928]"
Freddie,Chapman,20,31.354,4.52,153,153.8,0,0,19.959,30.803,"[32.292, 29.456, 30.66, 19.959, 32.593]"
Michelle,Morris,25,31.113,5.32,249,249.0,0,0,22.665,31.94,"[33.877, 32.403, 38.541, 29.54, 22.665]"
Arnold,Mitchell,30,30.157,3.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominik,Morris,24,31.943,4.32,34,34.0,0,0,28.056,30.124,"[30.909, 29.034, 28.056, 'DNF', 30.428]"
Lenny,Smith,29,33.699,4.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tiana,Morris,20,32.703,5.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael,Ellis,27,31.054,5.3,103,103.0,0,0,23.375,29.701,"[37.314, 27.451, 30.578, 31.075, 23.375]"
Arnold,Phillips,30,32.533,3.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arianna,Douglas,24,35.058,4.37,433,433,0,0,32.789,35.852,"[39.2, 32.901, 35.454, 39.475, 32.789]"
Jack,Sullivan,28,35.24,4.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jenna,Spencer,25,32.828,4.62,230,247.2,0,0,26.249,33.37,"[26.249, 33.106, 36.401, 30.626, 36.378]"
